rank,pokemon_name,type,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon,details_link,last_updated_at_UTC
108,Lickitung,Normal,385,90,55,75,60,75,30,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,https://pokemondb.net/pokedex/lickitung,05-Dec-2021 05:46:36
109,Koffing,Poison,340,40,65,95,60,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,https://pokemondb.net/pokedex/koffing,05-Dec-2021 05:46:36
110,Weezing,Poison,490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,https://pokemondb.net/pokedex/weezing,05-Dec-2021 05:46:36
110,Weezing-Galarian Weezing,"Poison,Fairy",490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,https://pokemondb.net/pokedex/weezing,05-Dec-2021 05:46:36
111,Rhyhorn,"Ground,Rock",345,80,85,95,30,30,25,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,https://pokemondb.net/pokedex/rhyhorn,05-Dec-2021 05:46:36
112,Rhydon,"Ground,Rock",485,105,130,120,45,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,https://pokemondb.net/pokedex/rhydon,05-Dec-2021 05:46:36
113,Chansey,Normal,450,250,5,5,35,105,50,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,https://pokemondb.net/pokedex/chansey,05-Dec-2021 05:46:36
114,Tangela,Grass,435,65,55,115,100,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,https://pokemondb.net/pokedex/tangela,05-Dec-2021 05:46:36
115,Kangaskhan,Normal,490,105,95,80,40,80,90,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,https://pokemondb.net/pokedex/kangaskhan,05-Dec-2021 05:46:36
115,Kangaskhan-Mega Kangaskhan,Normal,590,105,125,100,60,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,https://pokemondb.net/pokedex/kangaskhan,05-Dec-2021 05:46:36
116,Horsea,Water,295,30,40,70,70,25,60,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,https://pokemondb.net/pokedex/horsea,05-Dec-2021 05:46:36
117,Seadra,Water,440,55,65,95,95,45,85,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,https://pokemondb.net/pokedex/seadra,05-Dec-2021 05:46:36
118,Goldeen,Water,320,45,67,60,35,50,63,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,https://pokemondb.net/pokedex/goldeen,05-Dec-2021 05:46:36
119,Seaking,Water,450,80,92,65,65,80,68,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,https://pokemondb.net/pokedex/seaking,05-Dec-2021 05:46:36
120,Staryu,Water,340,30,45,55,70,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,https://pokemondb.net/pokedex/staryu,05-Dec-2021 05:46:36
121,Starmie,"Water,Psychic",520,60,75,85,100,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,https://pokemondb.net/pokedex/starmie,05-Dec-2021 05:46:36
122,Mr. Mime,"Psychic,Fairy",460,40,45,65,100,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,https://pokemondb.net/pokedex/mr-mime,05-Dec-2021 05:46:36
122,Mr. Mime-Galarian Mr. Mime,"Ice,Psychic",460,50,65,65,90,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,https://pokemondb.net/pokedex/mr-mime,05-Dec-2021 05:46:36
123,Scyther,"Bug,Flying",500,70,110,80,55,80,105,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,https://pokemondb.net/pokedex/scyther,05-Dec-2021 05:46:36
124,Jynx,"Ice,Psychic",455,65,50,35,115,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,https://pokemondb.net/pokedex/jynx,05-Dec-2021 05:46:36
125,Electabuzz,Electric,490,65,83,57,95,85,105,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,https://pokemondb.net/pokedex/electabuzz,05-Dec-2021 05:46:36
126,Magmar,Fire,495,65,95,57,100,85,93,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,https://pokemondb.net/pokedex/magmar,05-Dec-2021 05:46:36
127,Pinsir,Bug,500,65,125,100,55,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,https://pokemondb.net/pokedex/pinsir,05-Dec-2021 05:46:36
127,Pinsir-Mega Pinsir,"Bug,Flying",600,65,155,120,65,90,105,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,https://pokemondb.net/pokedex/pinsir,05-Dec-2021 05:46:36
128,Tauros,Normal,490,75,100,95,40,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,https://pokemondb.net/pokedex/tauros,05-Dec-2021 05:46:36
129,Magikarp,Water,200,20,10,55,15,20,80,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,https://pokemondb.net/pokedex/magikarp,05-Dec-2021 05:46:36
130,Gyarados,"Water,Flying",540,95,125,79,60,100,81,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,https://pokemondb.net/pokedex/gyarados,05-Dec-2021 05:46:36
130,Gyarados-Mega Gyarados,"Water,Dark",640,95,155,109,70,130,81,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,https://pokemondb.net/pokedex/gyarados,05-Dec-2021 05:46:36
131,Lapras,"Water,Ice",535,130,85,80,85,95,60,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,https://pokemondb.net/pokedex/lapras,05-Dec-2021 05:46:36
132,Ditto,Normal,288,48,48,48,48,48,48,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,https://pokemondb.net/pokedex/ditto,05-Dec-2021 05:46:36
133,Eevee,Normal,325,55,55,50,45,65,55,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,https://pokemondb.net/pokedex/eevee,05-Dec-2021 05:46:36
133,Eevee-Partner Eevee,Normal,435,65,75,70,65,85,75,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,https://pokemondb.net/pokedex/eevee,05-Dec-2021 05:46:36
134,Vaporeon,Water,525,130,65,60,110,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,https://pokemondb.net/pokedex/vaporeon,05-Dec-2021 05:46:36
135,Jolteon,Electric,525,65,65,60,110,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,https://pokemondb.net/pokedex/jolteon,05-Dec-2021 05:46:36
136,Flareon,Fire,525,65,130,60,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,https://pokemondb.net/pokedex/flareon,05-Dec-2021 05:46:36
137,Porygon,Normal,395,65,60,70,85,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,https://pokemondb.net/pokedex/porygon,05-Dec-2021 05:46:36
138,Omanyte,"Rock,Water",355,35,40,100,90,55,35,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,https://pokemondb.net/pokedex/omanyte,05-Dec-2021 05:46:36
139,Omastar,"Rock,Water",495,70,60,125,115,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,https://pokemondb.net/pokedex/omastar,05-Dec-2021 05:46:36
140,Kabuto,"Rock,Water",355,30,80,90,55,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,https://pokemondb.net/pokedex/kabuto,05-Dec-2021 05:46:36
141,Kabutops,"Rock,Water",495,60,115,105,65,70,80,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,https://pokemondb.net/pokedex/kabutops,05-Dec-2021 05:46:36
142,Aerodactyl,"Rock,Flying",515,80,105,65,60,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,https://pokemondb.net/pokedex/aerodactyl,05-Dec-2021 05:46:36
142,Aerodactyl-Mega Aerodactyl,"Rock,Flying",615,80,135,85,70,95,150,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,https://pokemondb.net/pokedex/aerodactyl,05-Dec-2021 05:46:36
143,Snorlax,Normal,540,160,110,65,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,https://pokemondb.net/pokedex/snorlax,05-Dec-2021 05:46:36
144,Articuno,"Ice,Flying",580,90,85,100,95,125,85,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,https://pokemondb.net/pokedex/articuno,05-Dec-2021 05:46:36
144,Articuno-Galarian Articuno,"Psychic,Flying",580,90,85,85,125,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png,https://pokemondb.net/pokedex/articuno,05-Dec-2021 05:46:36
145,Zapdos,"Electric,Flying",580,90,90,85,125,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,https://pokemondb.net/pokedex/zapdos,05-Dec-2021 05:46:36
145,Zapdos-Galarian Zapdos,"Fighting,Flying",580,90,125,90,85,90,100,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos-galarian.png,https://pokemondb.net/pokedex/zapdos,05-Dec-2021 05:46:36
146,Moltres,"Fire,Flying",580,90,100,90,125,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,https://pokemondb.net/pokedex/moltres,05-Dec-2021 05:46:36
146,Moltres-Galarian Moltres,"Dark,Flying",580,90,85,90,100,125,90,https://img.pokemondb.net/sprites/sword-shield/icon/moltres-galarian.png,https://pokemondb.net/pokedex/moltres,05-Dec-2021 05:46:36
147,Dratini,Dragon,300,41,64,45,50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,https://pokemondb.net/pokedex/dratini,05-Dec-2021 05:46:36
148,Dragonair,Dragon,420,61,84,65,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,https://pokemondb.net/pokedex/dragonair,05-Dec-2021 05:46:36
149,Dragonite,"Dragon,Flying",600,91,134,95,100,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,https://pokemondb.net/pokedex/dragonite,05-Dec-2021 05:46:36
150,Mewtwo,Psychic,680,106,110,90,154,90,130,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,https://pokemondb.net/pokedex/mewtwo,05-Dec-2021 05:46:36
150,Mewtwo-Mega Mewtwo X,"Psychic,Fighting",780,106,190,100,154,100,130,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png,https://pokemondb.net/pokedex/mewtwo,05-Dec-2021 05:46:36
150,Mewtwo-Mega Mewtwo Y,Psychic,780,106,150,70,194,120,140,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,https://pokemondb.net/pokedex/mewtwo,05-Dec-2021 05:46:36
151,Mew,Psychic,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,https://pokemondb.net/pokedex/mew,05-Dec-2021 05:46:36
152,Chikorita,Grass,318,45,49,65,49,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,https://pokemondb.net/pokedex/chikorita,05-Dec-2021 05:46:36
153,Bayleef,Grass,405,60,62,80,63,80,60,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,https://pokemondb.net/pokedex/bayleef,05-Dec-2021 05:46:36
154,Meganium,Grass,525,80,82,100,83,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,https://pokemondb.net/pokedex/meganium,05-Dec-2021 05:46:36
155,Cyndaquil,Fire,309,39,52,43,60,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,https://pokemondb.net/pokedex/cyndaquil,05-Dec-2021 05:46:36
156,Quilava,Fire,405,58,64,58,80,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,https://pokemondb.net/pokedex/quilava,05-Dec-2021 05:46:36
157,Typhlosion,Fire,534,78,84,78,109,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,https://pokemondb.net/pokedex/typhlosion,05-Dec-2021 05:46:36
158,Totodile,Water,314,50,65,64,44,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,https://pokemondb.net/pokedex/totodile,05-Dec-2021 05:46:36
159,Croconaw,Water,405,65,80,80,59,63,58,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,https://pokemondb.net/pokedex/croconaw,05-Dec-2021 05:46:36
160,Feraligatr,Water,530,85,105,100,79,83,78,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,https://pokemondb.net/pokedex/feraligatr,05-Dec-2021 05:46:36
161,Sentret,Normal,215,35,46,34,35,45,20,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,https://pokemondb.net/pokedex/sentret,05-Dec-2021 05:46:36
162,Furret,Normal,415,85,76,64,45,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,https://pokemondb.net/pokedex/furret,05-Dec-2021 05:46:36
163,Hoothoot,"Normal,Flying",262,60,30,30,36,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,https://pokemondb.net/pokedex/hoothoot,05-Dec-2021 05:46:36
164,Noctowl,"Normal,Flying",452,100,50,50,86,96,70,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,https://pokemondb.net/pokedex/noctowl,05-Dec-2021 05:46:36
165,Ledyba,"Bug,Flying",265,40,20,30,40,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,https://pokemondb.net/pokedex/ledyba,05-Dec-2021 05:46:36
166,Ledian,"Bug,Flying",390,55,35,50,55,110,85,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,https://pokemondb.net/pokedex/ledian,05-Dec-2021 05:46:36
167,Spinarak,"Bug,Poison",250,40,60,40,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,https://pokemondb.net/pokedex/spinarak,05-Dec-2021 05:46:36
168,Ariados,"Bug,Poison",400,70,90,70,60,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,https://pokemondb.net/pokedex/ariados,05-Dec-2021 05:46:36
169,Crobat,"Poison,Flying",535,85,90,80,70,80,130,https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,https://pokemondb.net/pokedex/crobat,05-Dec-2021 05:46:36
170,Chinchou,"Water,Electric",330,75,38,38,56,56,67,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,https://pokemondb.net/pokedex/chinchou,05-Dec-2021 05:46:36
171,Lanturn,"Water,Electric",460,125,58,58,76,76,67,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,https://pokemondb.net/pokedex/lanturn,05-Dec-2021 05:46:36
172,Pichu,Electric,205,20,40,15,35,35,60,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,https://pokemondb.net/pokedex/pichu,05-Dec-2021 05:46:36
173,Cleffa,Fairy,218,50,25,28,45,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,https://pokemondb.net/pokedex/cleffa,05-Dec-2021 05:46:36
174,Igglybuff,"Normal,Fairy",210,90,30,15,40,20,15,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,https://pokemondb.net/pokedex/igglybuff,05-Dec-2021 05:46:36
175,Togepi,Fairy,245,35,20,65,40,65,20,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,https://pokemondb.net/pokedex/togepi,05-Dec-2021 05:46:36
176,Togetic,"Fairy,Flying",405,55,40,85,80,105,40,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,https://pokemondb.net/pokedex/togetic,05-Dec-2021 05:46:36
177,Natu,"Psychic,Flying",320,40,50,45,70,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,https://pokemondb.net/pokedex/natu,05-Dec-2021 05:46:36
178,Xatu,"Psychic,Flying",470,65,75,70,95,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,https://pokemondb.net/pokedex/xatu,05-Dec-2021 05:46:36
179,Mareep,Electric,280,55,40,40,65,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,https://pokemondb.net/pokedex/mareep,05-Dec-2021 05:46:36
180,Flaaffy,Electric,365,70,55,55,80,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,https://pokemondb.net/pokedex/flaaffy,05-Dec-2021 05:46:36
181,Ampharos,Electric,510,90,75,85,115,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,https://pokemondb.net/pokedex/ampharos,05-Dec-2021 05:46:36
181,Ampharos-Mega Ampharos,"Electric,Dragon",610,90,95,105,165,110,45,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,https://pokemondb.net/pokedex/ampharos,05-Dec-2021 05:46:36
182,Bellossom,Grass,490,75,80,95,90,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,https://pokemondb.net/pokedex/bellossom,05-Dec-2021 05:46:36
183,Marill,"Water,Fairy",250,70,20,50,20,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,https://pokemondb.net/pokedex/marill,05-Dec-2021 05:46:36
184,Azumarill,"Water,Fairy",420,100,50,80,60,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,https://pokemondb.net/pokedex/azumarill,05-Dec-2021 05:46:36
185,Sudowoodo,Rock,410,70,100,115,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,https://pokemondb.net/pokedex/sudowoodo,05-Dec-2021 05:46:36
186,Politoed,Water,500,90,75,75,90,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,https://pokemondb.net/pokedex/politoed,05-Dec-2021 05:46:36
187,Hoppip,"Grass,Flying",250,35,35,40,35,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,https://pokemondb.net/pokedex/hoppip,05-Dec-2021 05:46:36
188,Skiploom,"Grass,Flying",340,55,45,50,45,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,https://pokemondb.net/pokedex/skiploom,05-Dec-2021 05:46:36
189,Jumpluff,"Grass,Flying",460,75,55,70,55,95,110,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,https://pokemondb.net/pokedex/jumpluff,05-Dec-2021 05:46:36
190,Aipom,Normal,360,55,70,55,40,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,https://pokemondb.net/pokedex/aipom,05-Dec-2021 05:46:36
191,Sunkern,Grass,180,30,30,30,30,30,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,https://pokemondb.net/pokedex/sunkern,05-Dec-2021 05:46:36
192,Sunflora,Grass,425,75,75,55,105,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,https://pokemondb.net/pokedex/sunflora,05-Dec-2021 05:46:36
193,Yanma,"Bug,Flying",390,65,65,45,75,45,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,https://pokemondb.net/pokedex/yanma,05-Dec-2021 05:46:36
194,Wooper,"Water,Ground",210,55,45,45,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,https://pokemondb.net/pokedex/wooper,05-Dec-2021 05:46:36
195,Quagsire,"Water,Ground",430,95,85,85,65,65,35,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,https://pokemondb.net/pokedex/quagsire,05-Dec-2021 05:46:36
196,Espeon,Psychic,525,65,65,60,130,95,110,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,https://pokemondb.net/pokedex/espeon,05-Dec-2021 05:46:36
197,Umbreon,Dark,525,95,65,110,60,130,65,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,https://pokemondb.net/pokedex/umbreon,05-Dec-2021 05:46:36
198,Murkrow,"Dark,Flying",405,60,85,42,85,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,https://pokemondb.net/pokedex/murkrow,05-Dec-2021 05:46:36
199,Slowking,"Water,Psychic",490,95,75,80,100,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,https://pokemondb.net/pokedex/slowking,05-Dec-2021 05:46:36
199,Slowking-Galarian Slowking,"Poison,Psychic",490,95,65,80,110,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,https://pokemondb.net/pokedex/slowking,05-Dec-2021 05:46:36
200,Misdreavus,Ghost,435,60,60,60,85,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,https://pokemondb.net/pokedex/misdreavus,05-Dec-2021 05:46:36
201,Unown,Psychic,336,48,72,48,72,48,48,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,https://pokemondb.net/pokedex/unown,05-Dec-2021 05:46:36
202,Wobbuffet,Psychic,405,190,33,58,33,58,33,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,https://pokemondb.net/pokedex/wobbuffet,05-Dec-2021 05:46:36
203,Girafarig,"Normal,Psychic",455,70,80,65,90,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,https://pokemondb.net/pokedex/girafarig,05-Dec-2021 05:46:36
204,Pineco,Bug,290,50,65,90,35,35,15,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,https://pokemondb.net/pokedex/pineco,05-Dec-2021 05:46:36
205,Forretress,"Bug,Steel",465,75,90,140,60,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,https://pokemondb.net/pokedex/forretress,05-Dec-2021 05:46:36
206,Dunsparce,Normal,415,100,70,70,65,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,https://pokemondb.net/pokedex/dunsparce,05-Dec-2021 05:46:36
207,Gligar,"Ground,Flying",430,65,75,105,35,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,https://pokemondb.net/pokedex/gligar,05-Dec-2021 05:46:36
208,Steelix,"Steel,Ground",510,75,85,200,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,https://pokemondb.net/pokedex/steelix,05-Dec-2021 05:46:36
208,Steelix-Mega Steelix,"Steel,Ground",610,75,125,230,55,95,30,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,https://pokemondb.net/pokedex/steelix,05-Dec-2021 05:46:36
209,Snubbull,Fairy,300,60,80,50,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,https://pokemondb.net/pokedex/snubbull,05-Dec-2021 05:46:36
