rank,name,types,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon_url,details_url,scrape_ts
0105,Marowak,Ground,425,60,80,110,50,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak.png,https://pokemondb.net/pokedex/marowak,2024-02-24 15:05:21
0105,Alolan Marowak,"Fire, Ghost",425,60,80,110,50,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak-alolan.png,https://pokemondb.net/pokedex/marowak,2024-02-24 15:05:21
0106,Hitmonlee,Fighting,455,50,120,53,35,110,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonlee.png,https://pokemondb.net/pokedex/hitmonlee,2024-02-24 15:05:21
0107,Hitmonchan,Fighting,455,50,105,79,35,110,76,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonchan.png,https://pokemondb.net/pokedex/hitmonchan,2024-02-24 15:05:21
0108,Lickitung,Normal,385,90,55,75,60,75,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/lickitung.png,https://pokemondb.net/pokedex/lickitung,2024-02-24 15:05:21
0109,Koffing,Poison,340,40,65,95,60,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/koffing.png,https://pokemondb.net/pokedex/koffing,2024-02-24 15:05:21
0110,Weezing,Poison,490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing.png,https://pokemondb.net/pokedex/weezing,2024-02-24 15:05:21
0110,Galarian Weezing,"Poison, Fairy",490,65,90,120,85,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing-galarian.png,https://pokemondb.net/pokedex/weezing,2024-02-24 15:05:21
0111,Rhyhorn,"Ground, Rock",345,80,85,95,30,30,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyhorn.png,https://pokemondb.net/pokedex/rhyhorn,2024-02-24 15:05:21
0112,Rhydon,"Ground, Rock",485,105,130,120,45,45,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhydon.png,https://pokemondb.net/pokedex/rhydon,2024-02-24 15:05:21
0113,Chansey,Normal,450,250,5,5,35,105,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/chansey.png,https://pokemondb.net/pokedex/chansey,2024-02-24 15:05:21
0114,Tangela,Grass,435,65,55,115,100,40,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/tangela.png,https://pokemondb.net/pokedex/tangela,2024-02-24 15:05:21
0115,Kangaskhan,Normal,490,105,95,80,40,80,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan.png,https://pokemondb.net/pokedex/kangaskhan,2024-02-24 15:05:21
0115,Mega Kangaskhan,Normal,590,105,125,100,60,100,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan-mega.png,https://pokemondb.net/pokedex/kangaskhan,2024-02-24 15:05:21
0116,Horsea,Water,295,30,40,70,70,25,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/horsea.png,https://pokemondb.net/pokedex/horsea,2024-02-24 15:05:21
0117,Seadra,Water,440,55,65,95,95,45,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/seadra.png,https://pokemondb.net/pokedex/seadra,2024-02-24 15:05:21
0118,Goldeen,Water,320,45,67,60,35,50,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/goldeen.png,https://pokemondb.net/pokedex/goldeen,2024-02-24 15:05:21
0119,Seaking,Water,450,80,92,65,65,80,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/seaking.png,https://pokemondb.net/pokedex/seaking,2024-02-24 15:05:21
0120,Staryu,Water,340,30,45,55,70,55,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/staryu.png,https://pokemondb.net/pokedex/staryu,2024-02-24 15:05:21
0121,Starmie,"Water, Psychic",520,60,75,85,100,85,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/starmie.png,https://pokemondb.net/pokedex/starmie,2024-02-24 15:05:21
0122,Mr. Mime,"Psychic, Fairy",460,40,45,65,100,120,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime.png,https://pokemondb.net/pokedex/mr-mime,2024-02-24 15:05:21
0122,Galarian Mr. Mime,"Ice, Psychic",460,50,65,65,90,90,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime-galarian.png,https://pokemondb.net/pokedex/mr-mime,2024-02-24 15:05:21
0123,Scyther,"Bug, Flying",500,70,110,80,55,80,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/scyther.png,https://pokemondb.net/pokedex/scyther,2024-02-24 15:05:21
0124,Jynx,"Ice, Psychic",455,65,50,35,115,95,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/jynx.png,https://pokemondb.net/pokedex/jynx,2024-02-24 15:05:21
0125,Electabuzz,Electric,490,65,83,57,95,85,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/electabuzz.png,https://pokemondb.net/pokedex/electabuzz,2024-02-24 15:05:21
0126,Magmar,Fire,495,65,95,57,100,85,93,https://img.pokemondb.net/sprites/scarlet-violet/icon/magmar.png,https://pokemondb.net/pokedex/magmar,2024-02-24 15:05:21
0127,Pinsir,Bug,500,65,125,100,55,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir.png,https://pokemondb.net/pokedex/pinsir,2024-02-24 15:05:21
0127,Mega Pinsir,"Bug, Flying",600,65,155,120,65,90,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir-mega.png,https://pokemondb.net/pokedex/pinsir,2024-02-24 15:05:21
0128,Tauros,Normal,490,75,100,95,40,70,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros.png,https://pokemondb.net/pokedex/tauros,2024-02-24 15:05:21
0128,Combat Breed,Fighting,490,75,110,105,30,70,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-combat.png,https://pokemondb.net/pokedex/tauros,2024-02-24 15:05:21
0128,Blaze Breed,"Fighting, Fire",490,75,110,105,30,70,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-blaze.png,https://pokemondb.net/pokedex/tauros,2024-02-24 15:05:21
0128,Aqua Breed,"Fighting, Water",490,75,110,105,30,70,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-aqua.png,https://pokemondb.net/pokedex/tauros,2024-02-24 15:05:21
0129,Magikarp,Water,200,20,10,55,15,20,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/magikarp.png,https://pokemondb.net/pokedex/magikarp,2024-02-24 15:05:21
0130,Gyarados,"Water, Flying",540,95,125,79,60,100,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados.png,https://pokemondb.net/pokedex/gyarados,2024-02-24 15:05:21
0130,Mega Gyarados,"Water, Dark",640,95,155,109,70,130,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados-mega.png,https://pokemondb.net/pokedex/gyarados,2024-02-24 15:05:21
0131,Lapras,"Water, Ice",535,130,85,80,85,95,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/lapras.png,https://pokemondb.net/pokedex/lapras,2024-02-24 15:05:21
0132,Ditto,Normal,288,48,48,48,48,48,48,https://img.pokemondb.net/sprites/scarlet-violet/icon/ditto.png,https://pokemondb.net/pokedex/ditto,2024-02-24 15:05:21
0133,Eevee,Normal,325,55,55,50,45,65,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee.png,https://pokemondb.net/pokedex/eevee,2024-02-24 15:05:21
0133,Partner Eevee,Normal,435,65,75,70,65,85,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee-lets-go.png,https://pokemondb.net/pokedex/eevee,2024-02-24 15:05:21
0134,Vaporeon,Water,525,130,65,60,110,95,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/vaporeon.png,https://pokemondb.net/pokedex/vaporeon,2024-02-24 15:05:21
0135,Jolteon,Electric,525,65,65,60,110,95,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/jolteon.png,https://pokemondb.net/pokedex/jolteon,2024-02-24 15:05:21
0136,Flareon,Fire,525,65,130,60,95,110,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/flareon.png,https://pokemondb.net/pokedex/flareon,2024-02-24 15:05:21
0137,Porygon,Normal,395,65,60,70,85,75,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon.png,https://pokemondb.net/pokedex/porygon,2024-02-24 15:05:21
0138,Omanyte,"Rock, Water",355,35,40,100,90,55,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/omanyte.png,https://pokemondb.net/pokedex/omanyte,2024-02-24 15:05:21
0139,Omastar,"Rock, Water",495,70,60,125,115,70,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/omastar.png,https://pokemondb.net/pokedex/omastar,2024-02-24 15:05:21
0140,Kabuto,"Rock, Water",355,30,80,90,55,45,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/kabuto.png,https://pokemondb.net/pokedex/kabuto,2024-02-24 15:05:21
0141,Kabutops,"Rock, Water",495,60,115,105,65,70,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/kabutops.png,https://pokemondb.net/pokedex/kabutops,2024-02-24 15:05:21
0142,Aerodactyl,"Rock, Flying",515,80,105,65,60,75,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl.png,https://pokemondb.net/pokedex/aerodactyl,2024-02-24 15:05:21
0142,Mega Aerodactyl,"Rock, Flying",615,80,135,85,70,95,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl-mega.png,https://pokemondb.net/pokedex/aerodactyl,2024-02-24 15:05:21
0143,Snorlax,Normal,540,160,110,65,65,110,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/snorlax.png,https://pokemondb.net/pokedex/snorlax,2024-02-24 15:05:21
0144,Articuno,"Ice, Flying",580,90,85,100,95,125,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno.png,https://pokemondb.net/pokedex/articuno,2024-02-24 15:05:21
0144,Galarian Articuno,"Psychic, Flying",580,90,85,85,125,100,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno-galarian.png,https://pokemondb.net/pokedex/articuno,2024-02-24 15:05:21
0145,Zapdos,"Electric, Flying",580,90,90,85,125,90,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos.png,https://pokemondb.net/pokedex/zapdos,2024-02-24 15:05:21
0145,Galarian Zapdos,"Fighting, Flying",580,90,125,90,85,90,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos-galarian.png,https://pokemondb.net/pokedex/zapdos,2024-02-24 15:05:21
0146,Moltres,"Fire, Flying",580,90,100,90,125,85,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres.png,https://pokemondb.net/pokedex/moltres,2024-02-24 15:05:21
0146,Galarian Moltres,"Dark, Flying",580,90,85,90,100,125,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres-galarian.png,https://pokemondb.net/pokedex/moltres,2024-02-24 15:05:21
0147,Dratini,Dragon,300,41,64,45,50,50,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/dratini.png,https://pokemondb.net/pokedex/dratini,2024-02-24 15:05:21
0148,Dragonair,Dragon,420,61,84,65,70,70,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonair.png,https://pokemondb.net/pokedex/dragonair,2024-02-24 15:05:21
0149,Dragonite,"Dragon, Flying",600,91,134,95,100,100,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonite.png,https://pokemondb.net/pokedex/dragonite,2024-02-24 15:05:21
0150,Mewtwo,Psychic,680,106,110,90,154,90,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo.png,https://pokemondb.net/pokedex/mewtwo,2024-02-24 15:05:21
0150,Mega Mewtwo X,"Psychic, Fighting",780,106,190,100,154,100,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png,https://pokemondb.net/pokedex/mewtwo,2024-02-24 15:05:21
0150,Mega Mewtwo Y,Psychic,780,106,150,70,194,120,140,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png,https://pokemondb.net/pokedex/mewtwo,2024-02-24 15:05:21
0151,Mew,Psychic,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/mew.png,https://pokemondb.net/pokedex/mew,2024-02-24 15:05:21
0152,Chikorita,Grass,318,45,49,65,49,65,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/chikorita.png,https://pokemondb.net/pokedex/chikorita,2024-02-24 15:05:21
0153,Bayleef,Grass,405,60,62,80,63,80,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bayleef.png,https://pokemondb.net/pokedex/bayleef,2024-02-24 15:05:21
0154,Meganium,Grass,525,80,82,100,83,100,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/meganium.png,https://pokemondb.net/pokedex/meganium,2024-02-24 15:05:21
0155,Cyndaquil,Fire,309,39,52,43,60,50,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyndaquil.png,https://pokemondb.net/pokedex/cyndaquil,2024-02-24 15:05:21
0156,Quilava,Fire,405,58,64,58,80,65,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilava.png,https://pokemondb.net/pokedex/quilava,2024-02-24 15:05:21
0157,Typhlosion,Fire,534,78,84,78,109,85,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion.png,https://pokemondb.net/pokedex/typhlosion,2024-02-24 15:05:21
0157,Hisuian Typhlosion,"Fire, Ghost",534,73,84,78,119,85,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png,https://pokemondb.net/pokedex/typhlosion,2024-02-24 15:05:21
0158,Totodile,Water,314,50,65,64,44,48,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/totodile.png,https://pokemondb.net/pokedex/totodile,2024-02-24 15:05:21
0159,Croconaw,Water,405,65,80,80,59,63,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/croconaw.png,https://pokemondb.net/pokedex/croconaw,2024-02-24 15:05:21
0160,Feraligatr,Water,530,85,105,100,79,83,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/feraligatr.png,https://pokemondb.net/pokedex/feraligatr,2024-02-24 15:05:21
0161,Sentret,Normal,215,35,46,34,35,45,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/sentret.png,https://pokemondb.net/pokedex/sentret,2024-02-24 15:05:21
0162,Furret,Normal,415,85,76,64,45,55,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/furret.png,https://pokemondb.net/pokedex/furret,2024-02-24 15:05:21
0163,Hoothoot,"Normal, Flying",262,60,30,30,36,56,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoothoot.png,https://pokemondb.net/pokedex/hoothoot,2024-02-24 15:05:21
0164,Noctowl,"Normal, Flying",452,100,50,50,86,96,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/noctowl.png,https://pokemondb.net/pokedex/noctowl,2024-02-24 15:05:21
0165,Ledyba,"Bug, Flying",265,40,20,30,40,80,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png,https://pokemondb.net/pokedex/ledyba,2024-02-24 15:05:21
0166,Ledian,"Bug, Flying",390,55,35,50,55,110,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png,https://pokemondb.net/pokedex/ledian,2024-02-24 15:05:21
0167,Spinarak,"Bug, Poison",250,40,60,40,40,40,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/spinarak.png,https://pokemondb.net/pokedex/spinarak,2024-02-24 15:05:21
0168,Ariados,"Bug, Poison",400,70,90,70,60,70,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/ariados.png,https://pokemondb.net/pokedex/ariados,2024-02-24 15:05:21
0169,Crobat,"Poison, Flying",535,85,90,80,70,80,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/crobat.png,https://pokemondb.net/pokedex/crobat,2024-02-24 15:05:21
0170,Chinchou,"Water, Electric",330,75,38,38,56,56,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/chinchou.png,https://pokemondb.net/pokedex/chinchou,2024-02-24 15:05:21
0171,Lanturn,"Water, Electric",460,125,58,58,76,76,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/lanturn.png,https://pokemondb.net/pokedex/lanturn,2024-02-24 15:05:21
0172,Pichu,Electric,205,20,40,15,35,35,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png,https://pokemondb.net/pokedex/pichu,2024-02-24 15:05:21
0173,Cleffa,Fairy,218,50,25,28,45,55,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/cleffa.png,https://pokemondb.net/pokedex/cleffa,2024-02-24 15:05:21
0174,Igglybuff,"Normal, Fairy",210,90,30,15,40,20,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png,https://pokemondb.net/pokedex/igglybuff,2024-02-24 15:05:21
0175,Togepi,Fairy,245,35,20,65,40,65,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/togepi.png,https://pokemondb.net/pokedex/togepi,2024-02-24 15:05:21
0176,Togetic,"Fairy, Flying",405,55,40,85,80,105,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/togetic.png,https://pokemondb.net/pokedex/togetic,2024-02-24 15:05:21
0177,Natu,"Psychic, Flying",320,40,50,45,70,45,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/natu.png,https://pokemondb.net/pokedex/natu,2024-02-24 15:05:21
0178,Xatu,"Psychic, Flying",470,65,75,70,95,70,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/xatu.png,https://pokemondb.net/pokedex/xatu,2024-02-24 15:05:21
0179,Mareep,Electric,280,55,40,40,65,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/mareep.png,https://pokemondb.net/pokedex/mareep,2024-02-24 15:05:21
0180,Flaaffy,Electric,365,70,55,55,80,60,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/flaaffy.png,https://pokemondb.net/pokedex/flaaffy,2024-02-24 15:05:21
0181,Ampharos,Electric,510,90,75,85,115,90,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos.png,https://pokemondb.net/pokedex/ampharos,2024-02-24 15:05:21
0181,Mega Ampharos,"Electric, Dragon",610,90,95,105,165,110,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png,https://pokemondb.net/pokedex/ampharos,2024-02-24 15:05:21
0182,Bellossom,Grass,490,75,80,95,90,100,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellossom.png,https://pokemondb.net/pokedex/bellossom,2024-02-24 15:05:21
0183,Marill,"Water, Fairy",250,70,20,50,20,50,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png,https://pokemondb.net/pokedex/marill,2024-02-24 15:05:21
0184,Azumarill,"Water, Fairy",420,100,50,80,60,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png,https://pokemondb.net/pokedex/azumarill,2024-02-24 15:05:21
0185,Sudowoodo,Rock,410,70,100,115,30,65,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/sudowoodo.png,https://pokemondb.net/pokedex/sudowoodo,2024-02-24 15:05:21
0186,Politoed,Water,500,90,75,75,90,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/politoed.png,https://pokemondb.net/pokedex/politoed,2024-02-24 15:05:21
0187,Hoppip,"Grass, Flying",250,35,35,40,35,55,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoppip.png,https://pokemondb.net/pokedex/hoppip,2024-02-24 15:05:21
0188,Skiploom,"Grass, Flying",340,55,45,50,45,65,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiploom.png,https://pokemondb.net/pokedex/skiploom,2024-02-24 15:05:21
0189,Jumpluff,"Grass, Flying",460,75,55,70,55,95,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/jumpluff.png,https://pokemondb.net/pokedex/jumpluff,2024-02-24 15:05:21
0190,Aipom,Normal,360,55,70,55,40,55,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/aipom.png,https://pokemondb.net/pokedex/aipom,2024-02-24 15:05:21
0191,Sunkern,Grass,180,30,30,30,30,30,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunkern.png,https://pokemondb.net/pokedex/sunkern,2024-02-24 15:05:21
0192,Sunflora,Grass,425,75,75,55,105,85,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunflora.png,https://pokemondb.net/pokedex/sunflora,2024-02-24 15:05:21
0193,Yanma,"Bug, Flying",390,65,65,45,75,45,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanma.png,https://pokemondb.net/pokedex/yanma,2024-02-24 15:05:21
0194,Wooper,"Water, Ground",210,55,45,45,25,25,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper.png,https://pokemondb.net/pokedex/wooper,2024-02-24 15:05:21
0194,Paldean Wooper,"Poison, Ground",210,55,45,45,25,25,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,https://pokemondb.net/pokedex/wooper,2024-02-24 15:05:21
0195,Quagsire,"Water, Ground",430,95,85,85,65,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/quagsire.png,https://pokemondb.net/pokedex/quagsire,2024-02-24 15:05:21
0196,Espeon,Psychic,525,65,65,60,130,95,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/espeon.png,https://pokemondb.net/pokedex/espeon,2024-02-24 15:05:21
0197,Umbreon,Dark,525,95,65,110,60,130,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/umbreon.png,https://pokemondb.net/pokedex/umbreon,2024-02-24 15:05:21
0198,Murkrow,"Dark, Flying",405,60,85,42,85,42,91,https://img.pokemondb.net/sprites/scarlet-violet/icon/murkrow.png,https://pokemondb.net/pokedex/murkrow,2024-02-24 15:05:21
0199,Slowking,"Water, Psychic",490,95,75,80,100,110,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking.png,https://pokemondb.net/pokedex/slowking,2024-02-24 15:05:21
0199,Galarian Slowking,"Poison, Psychic",490,95,65,80,110,110,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png,https://pokemondb.net/pokedex/slowking,2024-02-24 15:05:21
